datetime,symbol,open,high,low,close,volume
2023-03-11 01:00:00,COINBASE:BTCUSD,20230.07,20964.5,19900.5,20620.54,18920.85100043
2023-03-12 01:00:00,COINBASE:BTCUSD,20619.34,22276.69,20446.24,22219.08,19165.53317335
2023-03-13 01:00:00,COINBASE:BTCUSD,22216.02,24710.0,21882.63,24220.0,38654.82408388
2023-03-14 01:00:00,COINBASE:BTCUSD,24220.0,26553.9,24052.0,24762.65,44100.36444555
2023-03-15 01:00:00,COINBASE:BTCUSD,24761.61,25300.0,23931.01,24377.16,30128.4276161
2023-03-16 01:00:00,COINBASE:BTCUSD,24377.16,25235.28,24207.54,25051.85,20754.42573365
2023-03-17 01:00:00,COINBASE:BTCUSD,25052.11,27834.54,24946.86,27453.62,40752.19373629
2023-03-18 01:00:00,COINBASE:BTCUSD,27453.75,27780.0,26652.45,26980.35,18096.24372219
2023-03-19 01:00:00,COINBASE:BTCUSD,26980.35,28478.0,26904.0,28054.46,16897.41761964
2023-03-20 01:00:00,COINBASE:BTCUSD,28058.15,28578.63,27218.36,27823.32,23782.6567676
2023-03-21 01:00:00,COINBASE:BTCUSD,27822.85,28605.32,27414.77,28207.33,16193.18924882
2023-03-22 01:00:00,COINBASE:BTCUSD,28201.22,28937.73,26678.16,27325.15,33974.43697526
2023-03-23 01:00:00,COINBASE:BTCUSD,27324.05,28839.68,27189.19,28352.94,26698.29660165
2023-03-24 01:00:00,COINBASE:BTCUSD,28352.95,28433.34,27027.88,27489.24,22190.91292623
2023-03-25 01:00:00,COINBASE:BTCUSD,27489.24,27818.67,27184.78,27488.18,9655.9494554
2023-03-26 01:00:00,COINBASE:BTCUSD,27489.56,28230.32,27445.04,27992.9,9800.64299441
2023-03-27 02:00:00,COINBASE:BTCUSD,27995.27,28053.26,26525.0,27142.87,17268.16335715
2023-03-28 02:00:00,COINBASE:BTCUSD,27142.85,27519.99,26640.0,27274.15,14103.92919115
2023-03-29 02:00:00,COINBASE:BTCUSD,27274.18,28654.06,27255.42,28359.54,17710.8595857
2023-03-30 02:00:00,COINBASE:BTCUSD,28359.54,29190.04,27693.7,28035.48,20972.43924037
2023-03-31 02:00:00,COINBASE:BTCUSD,28034.88,28650.2,27512.97,28474.4,18917.3621471
2023-04-01 02:00:00,COINBASE:BTCUSD,28475.41,28826.45,28223.76,28471.46,6988.04239657
2023-04-02 02:00:00,COINBASE:BTCUSD,28471.03,28544.21,27862.69,28188.34,6707.97702984
2023-04-03 02:00:00,COINBASE:BTCUSD,28188.34,28525.0,27227.61,27811.77,16192.03702141
2023-04-04 02:00:00,COINBASE:BTCUSD,27809.55,28450.0,27670.24,28179.64,13261.95025317
2023-04-05 02:00:00,COINBASE:BTCUSD,28178.66,28799.99,27817.32,28175.37,15066.72449529
2023-04-06 02:00:00,COINBASE:BTCUSD,28175.27,28199.11,27716.77,28053.46,10291.80646097
2023-04-07 02:00:00,COINBASE:BTCUSD,28052.74,28120.71,27790.21,27931.94,5847.77200458
2023-04-08 02:00:00,COINBASE:BTCUSD,27930.12,28175.89,27881.01,27958.81,3854.33490363
2023-04-09 02:00:00,COINBASE:BTCUSD,27958.19,28547.67,27814.0,28340.99,6136.4286229
2023-04-10 02:00:00,COINBASE:BTCUSD,28342.28,29794.47,28162.49,29660.41,15752.30418782
2023-04-11 02:00:00,COINBASE:BTCUSD,29657.7,30584.58,29612.3,30227.19,18637.22157812
2023-04-12 02:00:00,COINBASE:BTCUSD,30227.18,30517.0,29675.0,29912.2,14961.08403219
2023-04-13 02:00:00,COINBASE:BTCUSD,29912.2,30627.05,29878.08,30406.78,12505.27274115
2023-04-14 02:00:00,COINBASE:BTCUSD,30410.03,31050.0,30000.0,30492.92,19793.55777592
2023-04-15 02:00:00,COINBASE:BTCUSD,30492.91,30622.38,30231.76,30324.11,5486.7222394
2023-04-16 02:00:00,COINBASE:BTCUSD,30325.07,30572.1,30148.28,30326.09,6230.24911461
2023-04-17 02:00:00,COINBASE:BTCUSD,30321.41,30340.21,29251.71,29449.91,13418.0380446
2023-04-18 02:00:00,COINBASE:BTCUSD,29449.91,30500.0,29103.89,30393.4,12649.52217446
2023-04-19 02:00:00,COINBASE:BTCUSD,30394.5,30430.72,28595.28,28809.72,20951.87851572
2023-04-20 02:00:00,COINBASE:BTCUSD,28809.71,29102.69,27991.32,28248.18,17007.31210311
2023-04-21 02:00:00,COINBASE:BTCUSD,28248.18,28371.88,27133.0,27253.85,19665.99126045
2023-04-22 02:00:00,COINBASE:BTCUSD,27252.96,27887.78,27133.0,27821.41,7556.85769964
2023-04-23 02:00:00,COINBASE:BTCUSD,27820.99,27820.99,27333.2,27592.98,6255.76778325
2023-04-24 02:00:00,COINBASE:BTCUSD,27592.7,28000.0,26965.14,27515.05,12258.59093046
2023-04-25 02:00:00,COINBASE:BTCUSD,27513.85,28400.0,27194.51,28304.42,12013.57991051
2023-04-26 02:00:00,COINBASE:BTCUSD,28304.42,30050.66,27230.77,28426.08,31636.39150463
2023-04-27 02:00:00,COINBASE:BTCUSD,28428.86,29900.0,28387.07,29483.72,24310.36359778
2023-04-28 02:00:00,COINBASE:BTCUSD,29486.97,29606.45,28900.0,29338.63,14184.03938836
2023-04-29 02:00:00,COINBASE:BTCUSD,29339.47,29470.0,29057.3,29249.35,4909.72717806
2023-04-30 02:00:00,COINBASE:BTCUSD,29249.24,29969.99,29095.92,29247.14,6837.06831371
2023-05-01 02:00:00,COINBASE:BTCUSD,29240.49,29348.6,27664.31,28077.27,17953.11670042
2023-05-02 02:00:00,COINBASE:BTCUSD,28077.44,28899.99,27871.44,28684.4,13258.60505694
2023-05-03 02:00:00,COINBASE:BTCUSD,28683.41,29276.12,28122.0,29038.75,15588.83462733
2023-05-04 02:00:00,COINBASE:BTCUSD,29039.36,29383.5,28674.58,28857.23,10407.16067489
2023-05-05 02:00:00,COINBASE:BTCUSD,28857.88,29706.57,28810.0,29536.76,14691.1261171
2023-05-06 02:00:00,COINBASE:BTCUSD,29538.87,29850.0,28394.0,28902.66,8546.79874854
2023-05-07 02:00:00,COINBASE:BTCUSD,28901.3,29189.71,28429.12,28474.53,5884.67007423
2023-05-08 02:00:00,COINBASE:BTCUSD,28472.68,28676.38,27279.66,27695.06,15859.41839592
2023-05-09 02:00:00,COINBASE:BTCUSD,27693.24,27833.64,27367.01,27647.29,8888.42683618
2023-05-10 02:00:00,COINBASE:BTCUSD,27647.29,28334.75,26800.0,27624.01,18590.96989908
2023-05-11 02:00:00,COINBASE:BTCUSD,27621.5,27649.85,26702.0,26986.56,13438.74631738
2023-05-12 02:00:00,COINBASE:BTCUSD,26986.79,27099.21,25810.0,26808.84,18458.49543497
2023-05-13 02:00:00,COINBASE:BTCUSD,26808.8,27060.24,26700.0,26789.48,4782.64422745
2023-05-14 02:00:00,COINBASE:BTCUSD,26786.99,27221.51,26581.52,26929.98,4393.20531359
2023-05-15 02:00:00,COINBASE:BTCUSD,26929.98,27678.73,26740.95,27171.13,11889.94842508
2023-05-16 02:00:00,COINBASE:BTCUSD,27165.26,27302.99,26860.12,27037.68,11209.90767959
2023-05-17 02:00:00,COINBASE:BTCUSD,27037.72,27516.58,26543.87,27407.77,13308.63176925
2023-05-18 02:00:00,COINBASE:BTCUSD,27407.76,27487.71,26361.52,26820.49,12604.94858584
2023-05-19 02:00:00,COINBASE:BTCUSD,26819.64,27190.35,26632.73,26890.27,7587.52629065
2023-05-20 02:00:00,COINBASE:BTCUSD,26890.27,27178.99,26836.21,27113.61,3127.42757901
2023-05-21 02:00:00,COINBASE:BTCUSD,27113.97,27288.02,26667.63,26752.65,5534.52475759
2023-05-22 02:00:00,COINBASE:BTCUSD,26751.0,27105.63,26536.99,26854.73,8554.42214009
2023-05-23 02:00:00,COINBASE:BTCUSD,26854.09,27500.0,26803.46,27223.22,11594.53703302
2023-05-24 02:00:00,COINBASE:BTCUSD,27222.86,27225.0,26070.04,26321.4,17337.44431587
2023-05-25 02:00:00,COINBASE:BTCUSD,26321.42,26625.93,25864.35,26479.06,12094.45706071
2023-05-26 02:00:00,COINBASE:BTCUSD,26479.15,26950.0,26334.33,26714.86,9858.60032184
2023-05-27 02:00:00,COINBASE:BTCUSD,26711.56,26943.6,26559.96,26867.99,3348.37908169
2023-05-28 02:00:00,COINBASE:BTCUSD,26870.13,28277.56,26780.11,28070.04,9725.64198967
2023-05-29 02:00:00,COINBASE:BTCUSD,28070.04,28473.93,27534.81,27744.82,11355.24110493
2023-05-30 02:00:00,COINBASE:BTCUSD,27744.81,28057.23,27555.0,27700.15,12024.43059692
2023-05-31 02:00:00,COINBASE:BTCUSD,27700.68,27844.89,26842.94,27223.08,15163.06255735
2023-06-01 02:00:00,COINBASE:BTCUSD,27221.54,27360.31,26615.0,26828.42,11927.59445097
2023-06-02 02:00:00,COINBASE:BTCUSD,26827.73,27307.44,26508.0,27250.69,12206.16873203
2023-06-03 02:00:00,COINBASE:BTCUSD,27252.67,27341.13,26923.35,27077.6,3589.32341986
2023-06-04 02:00:00,COINBASE:BTCUSD,27078.27,27466.83,26958.98,27122.04,4115.09881956
2023-06-05 02:00:00,COINBASE:BTCUSD,27122.03,27137.75,25391.43,25741.5,16641.46931851
2023-06-06 02:00:00,COINBASE:BTCUSD,25741.5,27368.67,25351.92,27243.63,18531.05925936
2023-06-07 02:00:00,COINBASE:BTCUSD,27243.45,27402.79,26121.06,26346.41,16094.36989743
2023-06-08 02:00:00,COINBASE:BTCUSD,26347.09,26820.3,26212.63,26508.32,8160.84833962
2023-06-09 02:00:00,COINBASE:BTCUSD,26505.71,26780.4,26283.5,26482.81,10536.83247431
2023-06-10 02:00:00,COINBASE:BTCUSD,26482.8,26534.95,25385.52,25856.1,16967.73205546
2023-06-11 02:00:00,COINBASE:BTCUSD,25856.1,26219.1,25648.0,25937.02,8653.83803604
2023-06-12 02:00:00,COINBASE:BTCUSD,25936.98,26108.64,25616.98,25905.82,10491.06768405
2023-06-13 02:00:00,COINBASE:BTCUSD,25905.99,26435.81,25710.78,25930.23,14396.74678337
2023-06-14 02:00:00,COINBASE:BTCUSD,25929.35,26090.0,24821.0,25123.34,14480.51749351
2023-06-15 02:00:00,COINBASE:BTCUSD,25123.41,25749.99,24750.0,25569.99,18601.18891862
2023-06-16 02:00:00,COINBASE:BTCUSD,25569.99,26486.56,25143.24,26329.6,16632.7425402
2023-06-17 02:00:00,COINBASE:BTCUSD,26329.6,26783.2,26165.98,26506.56,7209.4251028
2023-06-18 02:00:00,COINBASE:BTCUSD,26507.97,26693.11,26245.27,26336.46,5233.68378154
2023-06-19 02:00:00,COINBASE:BTCUSD,26336.46,27040.64,26250.0,26837.78,9643.06748389
2023-06-20 02:00:00,COINBASE:BTCUSD,26839.04,28417.11,26637.41,28320.43,28704.55295587
2023-06-21 02:00:00,COINBASE:BTCUSD,28320.41,30800.0,28271.67,29995.08,31445.78143275
2023-06-22 02:00:00,COINBASE:BTCUSD,29999.85,30513.25,29539.57,29886.31,18457.66785815
2023-06-23 02:00:00,COINBASE:BTCUSD,29886.25,31443.67,29802.65,30707.61,22659.54058513
2023-06-24 02:00:00,COINBASE:BTCUSD,30709.59,30815.92,30265.88,30547.18,6883.28318615
2023-06-25 02:00:00,COINBASE:BTCUSD,30547.3,31057.86,30288.33,30480.24,6265.47434464
2023-06-26 02:00:00,COINBASE:BTCUSD,30480.24,30662.66,29900.0,30272.18,12491.83081677
2023-06-27 02:00:00,COINBASE:BTCUSD,30272.24,31020.54,30228.44,30697.38,11995.526853
2023-06-28 02:00:00,COINBASE:BTCUSD,30696.06,30716.93,29840.0,30074.94,9391.66542094
2023-06-29 02:00:00,COINBASE:BTCUSD,30074.93,30838.0,30036.18,30446.47,12261.34048625
2023-06-30 02:00:00,COINBASE:BTCUSD,30445.67,31277.0,29417.14,30466.72,26013.22734909
2023-07-01 02:00:00,COINBASE:BTCUSD,30466.73,30659.33,30312.8,30587.21,4012.76538882
2023-07-02 02:00:00,COINBASE:BTCUSD,30587.22,30791.75,30165.39,30613.51,4829.83871313
2023-07-03 02:00:00,COINBASE:BTCUSD,30613.57,31399.08,30569.0,31161.8,11391.98257522
2023-07-04 02:00:00,COINBASE:BTCUSD,31162.71,31333.0,30628.3,30771.25,7233.95188576
2023-07-05 02:00:00,COINBASE:BTCUSD,30772.93,30882.95,30189.56,30499.27,8782.6192239
2023-07-06 02:00:00,COINBASE:BTCUSD,30499.27,31525.1,29850.0,29899.38,17229.92231032
2023-07-07 02:00:00,COINBASE:BTCUSD,29895.6,30456.0,29715.87,30352.08,11137.14221055
2023-07-08 02:00:00,COINBASE:BTCUSD,30350.35,30388.91,30047.78,30291.69,3856.11078847
2023-07-09 02:00:00,COINBASE:BTCUSD,30291.69,30451.78,30066.95,30168.38,3884.04687903
2023-07-10 02:00:00,COINBASE:BTCUSD,30168.26,31055.75,29955.0,30419.89,12703.78162563
2023-07-11 02:00:00,COINBASE:BTCUSD,30419.89,30811.65,30304.45,30626.55,10653.5761104
2023-07-12 02:00:00,COINBASE:BTCUSD,30624.65,31000.0,30200.0,30381.81,14881.70511963
2023-07-13 02:00:00,COINBASE:BTCUSD,30383.26,31862.21,30250.73,31471.83,26135.6192364
2023-07-14 02:00:00,COINBASE:BTCUSD,31471.83,31645.66,29920.31,30330.52,19272.20339271
2023-07-15 02:00:00,COINBASE:BTCUSD,30330.93,30406.27,30254.67,30301.65,2559.07232743
2023-07-16 02:00:00,COINBASE:BTCUSD,30302.01,30457.03,30075.93,30247.64,4021.41012275
2023-07-17 02:00:00,COINBASE:BTCUSD,30247.56,30345.45,29668.58,30143.08,10632.8066781
2023-07-18 02:00:00,COINBASE:BTCUSD,30143.08,30249.3,29525.0,29861.93,11124.83936583
2023-07-19 02:00:00,COINBASE:BTCUSD,29861.92,30196.24,29757.44,29916.72,8804.54675154
2023-07-20 02:00:00,COINBASE:BTCUSD,29916.69,30421.29,29564.19,29809.13,11494.95348803
2023-07-21 02:00:00,COINBASE:BTCUSD,29809.13,30060.28,29729.48,29907.98,7598.60930317
2023-07-22 02:00:00,COINBASE:BTCUSD,29907.15,30002.38,29626.86,29795.03,3629.48251055
2023-07-23 02:00:00,COINBASE:BTCUSD,29793.62,30350.7,29733.55,30081.61,4513.83214295
2023-07-24 02:00:00,COINBASE:BTCUSD,30081.61,30099.99,28850.0,29176.98,14484.27557634
2023-07-25 02:00:00,COINBASE:BTCUSD,29176.98,29376.51,29046.0,29225.14,7139.21073686
2023-07-26 02:00:00,COINBASE:BTCUSD,29225.11,29686.41,29089.54,29353.23,9635.03503236
2023-07-27 02:00:00,COINBASE:BTCUSD,29350.88,29571.42,29075.0,29214.92,7327.29083361
2023-07-28 02:00:00,COINBASE:BTCUSD,29214.93,29532.45,29115.32,29316.15,7104.73639515
2023-07-29 02:00:00,COINBASE:BTCUSD,29316.05,29411.09,29253.44,29355.71,2893.05298823
2023-07-30 02:00:00,COINBASE:BTCUSD,29356.65,29450.0,29033.0,29281.39,4387.57256615
2023-07-31 02:00:00,COINBASE:BTCUSD,29280.41,29526.99,29102.65,29230.67,8793.38694965
2023-08-01 02:00:00,COINBASE:BTCUSD,29230.61,29726.73,28477.0,29697.27,17754.05118102
2023-08-02 02:00:00,COINBASE:BTCUSD,29699.25,30033.0,28903.79,29164.22,17967.34799565
2023-08-03 02:00:00,COINBASE:BTCUSD,29163.87,29399.97,28938.93,29174.18,8920.01477716
2023-08-04 02:00:00,COINBASE:BTCUSD,29174.84,29312.28,28747.1,29076.48,7291.14687702
2023-08-05 02:00:00,COINBASE:BTCUSD,29077.04,29111.87,28946.17,29047.12,2490.84710469
2023-08-06 02:00:00,COINBASE:BTCUSD,29047.33,29163.24,28955.0,29040.01,2461.64012073
2023-08-07 02:00:00,COINBASE:BTCUSD,29040.01,29246.0,28660.53,29179.21,9200.08523317
2023-08-08 02:00:00,COINBASE:BTCUSD,29179.28,30222.0,29104.65,29770.01,15610.25491294
2023-08-09 02:00:00,COINBASE:BTCUSD,29770.01,30128.88,29344.16,29562.76,10451.45167511
2023-08-10 02:00:00,COINBASE:BTCUSD,29562.76,29709.38,29306.0,29424.03,7104.52622213
2023-08-11 02:00:00,COINBASE:BTCUSD,29424.04,29534.14,29213.59,29400.45,5961.21744691
2023-08-12 02:00:00,COINBASE:BTCUSD,29400.45,29477.31,29349.98,29416.96,1906.1707986
2023-08-13 02:00:00,COINBASE:BTCUSD,29417.19,29447.6,29247.15,29275.94,2128.37437697
2023-08-14 02:00:00,COINBASE:BTCUSD,29275.78,29665.27,29072.96,29405.49,7063.46806345
2023-08-15 02:00:00,COINBASE:BTCUSD,29405.49,29464.62,29046.58,29170.14,5815.32226178
2023-08-16 02:00:00,COINBASE:BTCUSD,29170.13,29231.92,28690.37,28700.51,9669.42094524
2023-08-17 02:00:00,COINBASE:BTCUSD,28700.51,28751.84,25234.76,26627.57,27723.2108711
2023-08-18 02:00:00,COINBASE:BTCUSD,26627.21,26834.37,25610.0,26048.89,21188.25523087
2023-08-19 02:00:00,COINBASE:BTCUSD,26048.9,26269.11,25793.11,26096.42,6554.05344759
2023-08-20 02:00:00,COINBASE:BTCUSD,26096.4,26296.78,25975.01,26189.14,4345.07228674
2023-08-21 02:00:00,COINBASE:BTCUSD,26189.36,26260.25,25814.0,26125.18,9936.98109601
2023-08-22 02:00:00,COINBASE:BTCUSD,26125.16,26137.99,25350.0,26042.11,12418.87289323
2023-08-23 02:00:00,COINBASE:BTCUSD,26041.94,26818.28,25796.47,26427.54,15743.86437208
2023-08-24 02:00:00,COINBASE:BTCUSD,26427.73,26567.38,25850.0,26163.49,10002.33992977
2023-08-25 02:00:00,COINBASE:BTCUSD,26163.49,26294.53,25750.0,26049.39,10926.33773703
2023-08-26 02:00:00,COINBASE:BTCUSD,26049.4,26115.44,25971.44,26009.61,1862.15021008
2023-08-27 02:00:00,COINBASE:BTCUSD,26009.62,26171.87,25961.81,26091.16,2069.84831133
2023-08-28 02:00:00,COINBASE:BTCUSD,26091.16,26232.88,25850.0,26101.04,5460.42038393
2023-08-29 02:00:00,COINBASE:BTCUSD,26101.03,28184.89,25903.18,27717.98,21402.10102797
2023-08-30 02:00:00,COINBASE:BTCUSD,27717.15,27775.0,27015.75,27306.06,9793.95679478
2023-08-31 02:00:00,COINBASE:BTCUSD,27306.06,27576.99,25660.61,25932.45,14462.02738125
2023-09-01 02:00:00,COINBASE:BTCUSD,25931.51,26142.28,25307.37,25794.88,14995.72610123
2023-09-02 02:00:00,COINBASE:BTCUSD,25795.61,25982.48,25707.3,25867.83,3810.77429103
2023-09-03 02:00:00,COINBASE:BTCUSD,25867.82,26123.0,25792.29,25969.83,3434.5195669
2023-09-04 02:00:00,COINBASE:BTCUSD,25969.83,26093.07,25627.0,25816.13,4635.8154655
2023-09-05 02:00:00,COINBASE:BTCUSD,25816.14,25884.04,25551.36,25783.91,6051.14811848
2023-09-06 02:00:00,COINBASE:BTCUSD,25782.49,26025.78,25358.0,25747.63,9374.33792185
2023-09-07 02:00:00,COINBASE:BTCUSD,25747.63,26440.55,25595.8,26276.3,10885.13902329
2023-09-08 02:00:00,COINBASE:BTCUSD,26276.38,26460.41,25640.1,25906.34,11149.95850667
2023-09-09 02:00:00,COINBASE:BTCUSD,25906.33,25942.69,25791.45,25897.82,2225.82211069
2023-09-10 02:00:00,COINBASE:BTCUSD,25897.82,26023.89,25578.01,25831.76,4361.60285333
2023-09-11 02:00:00,COINBASE:BTCUSD,25831.77,25891.6,24900.0,25152.14,13404.10979142
2023-09-12 02:00:00,COINBASE:BTCUSD,25152.13,26556.91,25120.76,25840.61,19789.48058328
2023-09-13 02:00:00,COINBASE:BTCUSD,25839.95,26413.59,25763.43,26226.65,10099.7383701
2023-09-14 02:00:00,COINBASE:BTCUSD,26227.16,26869.06,26128.25,26532.76,12929.08237721
2023-09-15 02:00:00,COINBASE:BTCUSD,26532.5,26892.65,26213.96,26602.42,9345.93913701
2023-09-16 02:00:00,COINBASE:BTCUSD,26601.71,26777.0,26453.32,26569.69,4132.04817572
2023-09-17 02:00:00,COINBASE:BTCUSD,26569.69,26626.49,26405.04,26530.95,3252.26976131
2023-09-18 02:00:00,COINBASE:BTCUSD,26530.96,27427.34,26382.13,26764.49,17493.70820354
2023-09-19 02:00:00,COINBASE:BTCUSD,26764.03,27500.0,26666.93,27216.13,14386.07884728
2023-09-20 02:00:00,COINBASE:BTCUSD,27216.52,27393.78,26798.98,27123.94,11590.24027633
2023-09-21 02:00:00,COINBASE:BTCUSD,27122.65,27163.48,26359.7,26564.54,11801.98943642
2023-09-22 02:00:00,COINBASE:BTCUSD,26564.54,26742.86,26467.94,26578.4,8563.0523313
2023-09-23 02:00:00,COINBASE:BTCUSD,26578.4,26638.58,26513.0,26579.6,2597.25705711
2023-09-24 02:00:00,COINBASE:BTCUSD,26579.59,26731.1,26118.86,26250.24,4587.80529114
2023-09-25 02:00:00,COINBASE:BTCUSD,26248.17,26444.95,25983.78,26296.08,10762.98401397
2023-09-26 02:00:00,COINBASE:BTCUSD,26296.07,26397.59,26080.0,26208.44,7016.42122845
2023-09-27 02:00:00,COINBASE:BTCUSD,26208.43,26830.0,26088.37,26357.62,14123.89690964
2023-09-28 02:00:00,COINBASE:BTCUSD,26357.56,27313.86,26321.37,27027.14,18975.87763693
2023-09-29 02:00:00,COINBASE:BTCUSD,27027.44,27238.9,26661.71,26907.0,12712.27177691
2023-09-30 02:00:00,COINBASE:BTCUSD,26905.57,27097.25,26884.86,26961.0,4413.30948101
2023-10-01 02:00:00,COINBASE:BTCUSD,26961.0,28062.62,26955.25,27995.46,8747.06888783
2023-10-02 02:00:00,COINBASE:BTCUSD,27995.46,28613.37,27302.3,27504.04,25148.25341854
2023-10-03 02:00:00,COINBASE:BTCUSD,27504.03,27672.12,27160.47,27428.96,14334.10857629
2023-10-04 02:00:00,COINBASE:BTCUSD,27428.96,27842.38,27208.65,27786.75,10238.17053376
2023-10-05 02:00:00,COINBASE:BTCUSD,27786.12,28140.0,27358.05,27412.96,14136.04783544
2023-10-06 02:00:00,COINBASE:BTCUSD,27413.15,28288.88,27173.41,27945.17,12908.75146274
2023-10-07 02:00:00,COINBASE:BTCUSD,27945.17,28040.84,27861.2,27976.43,3489.91595717
2023-10-08 02:00:00,COINBASE:BTCUSD,27976.44,28109.94,27708.6,27933.55,4118.56381073
2023-10-09 02:00:00,COINBASE:BTCUSD,27933.54,28003.7,27268.63,27596.67,10218.62556021
2023-10-10 02:00:00,COINBASE:BTCUSD,27596.67,27739.94,27291.81,27393.29,10265.79357936
2023-10-11 02:00:00,COINBASE:BTCUSD,27393.28,27478.61,26521.32,26869.19,16466.26612207
2023-10-12 02:00:00,COINBASE:BTCUSD,26867.97,26939.55,26537.72,26750.51,7881.20407108
2023-10-13 02:00:00,COINBASE:BTCUSD,26752.06,27122.24,26662.62,26863.53,8694.60097059
2023-10-14 02:00:00,COINBASE:BTCUSD,26863.54,26988.12,26797.0,26851.71,2786.76009652
2023-10-15 02:00:00,COINBASE:BTCUSD,26851.71,27301.37,26806.06,27186.13,6215.85130529
2023-10-16 02:00:00,COINBASE:BTCUSD,27186.13,30000.0,27135.92,28520.24,36471.7502374
2023-10-17 02:00:00,COINBASE:BTCUSD,28520.24,28637.21,28083.19,28408.83,14171.43180714
2023-10-18 02:00:00,COINBASE:BTCUSD,28408.51,28999.98,28151.6,28326.51,11820.68114047
2023-10-19 02:00:00,COINBASE:BTCUSD,28326.24,28938.96,28122.57,28735.34,12662.68000489
2023-10-20 02:00:00,COINBASE:BTCUSD,28734.51,30248.0,28591.85,29684.73,20095.91529217
2023-10-21 02:00:00,COINBASE:BTCUSD,29684.73,30369.0,29475.06,29924.84,6369.9347533
2023-10-22 02:00:00,COINBASE:BTCUSD,29925.91,30275.0,29670.0,30004.15,5720.28965895
2023-10-23 02:00:00,COINBASE:BTCUSD,30004.14,35000.0,29890.89,33087.58,33228.46734771
2023-10-24 02:00:00,COINBASE:BTCUSD,33079.72,35157.23,32851.45,33922.52,38506.35962554
2023-10-25 02:00:00,COINBASE:BTCUSD,33921.66,35144.0,33690.91,34506.35,18668.45817435
2023-10-26 02:00:00,COINBASE:BTCUSD,34504.33,34843.04,33735.86,34154.71,15867.44697165
